,account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,stateAK,stateAL,stateAR,stateAZ,stateCA,stateCO,stateCT,stateDC,stateDE,stateFL,stateGA,stateHI,stateIA,stateID,stateIL,stateIN,stateKS,stateKY,stateLA,stateMA,stateMD,stateME,stateMI,stateMN,stateMO,stateMS,stateMT,stateNC,stateND,stateNE,stateNH,stateNJ,stateNM,stateNV,stateNY,stateOH,stateOK,stateOR,statePA,stateRI,stateSC,stateSD,stateTN,stateTX,stateUT,stateVA,stateVT,stateWA,stateWI,stateWV,stateWY,area_codearea_code_408,area_codearea_code_415,area_codearea_code_510,international_planno,international_planyes,voice_mail_planno,voice_mail_planyes,churn
0,0.17039881925861888,1.3668569691072225,-0.3455096394306418,1.1634494835978342,-0.3457877046346284,-0.09302488898681245,0.14184136061967856,-0.09249324210516024,1.0700031819418858,0.15730890852385682,1.0708196982605724,1.2479013431876085,-0.579163925870247,1.2485912365478966,-0.42634612724537485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
1,0.9261856924052797,-0.5679114301286462,1.169136360774426,0.7100142990973334,1.1692952034275144,-1.571820017878169,0.49348973382263117,-1.5723410399039393,-0.7533202067132808,0.20708279634595259,-0.7520525419303222,0.7043791651815684,0.23292669931898088,0.698341682382157,-1.1889602016531369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
2,-0.4090377834871544,-0.5679114301286462,2.206057827907479,-1.456398249071726,2.2062175100236026,-2.752069696791459,-0.6116908676723627,-2.752472828021953,-0.07205667478656808,-0.539525520985484,-0.07233746931676846,-1.3247702993743142,1.0450173245082088,-1.3281871634477609,0.3362679471623873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
3,-0.6357738454311527,-0.5679114301286462,-0.25107572010245305,0.6596326119306111,-0.2510269476242714,-1.032447904917795,1.0963155164562641,-1.0314473036831833,-0.2706757803045601,1.0532388893215807,-0.270955510015534,-0.05655188402688754,-0.579163925870247,-0.05321868428324306,1.0988820215701494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
4,0.5230993600603939,1.2180286307044634,0.7025217005645515,-0.5999095672374467,0.7020266429971341,2.952138700789467,0.39301877005035896,2.951497481215113,0.23977532087667913,0.9039172258552934,0.24103766156350684,-0.9986569925706901,1.0450173245082088,-0.9926691426149933,1.0988820215701494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0
5,1.1781146501208333,-0.5679114301286462,-0.4306853313737139,-1.0533447517379475,-0.43074562471287914,-1.9320648608517028,-0.31027797635554616,-1.9329368640511102,0.22388579243524012,-0.19110830623081362,0.22338272461250502,-1.1435962400389676,0.6389720119135949,-1.140297071781411,-1.1889602016531369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
6,0.42232777697417245,-0.5679114301286462,0.07851717480769632,-0.1464743827369459,0.07900189575662671,3.0138380937849343,-1.0135747227614513,3.014718827007149,0.3033334346424369,-0.48975163316338827,0.30282994089201204,-0.5638392501658583,-0.17311861327563305,-0.56320607594905,-0.42634612724537485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
7,1.026957275491501,2.185412830322398,1.4505864732819695,-0.801436315904336,1.4503098621478827,0.43440540597443855,0.5437252157087672,0.43435130616181006,2.5000607416714278,-0.14133441840871783,2.5008695912916865,0.342031046510875,0.23292669931898088,0.3359822198827677,-1.1889602016531369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
8,-0.8877028031467062,-0.5679114301286462,-0.9472944194632175,1.8687931039319465,-0.9470283698037891,0.5637751009649341,-0.8628682771030431,0.5631355290715141,0.16430006077984252,0.555500011100623,0.1660041795217509,0.8855532245169151,0.6389720119135949,0.8862317740485072,1.8614960959779114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
9,-0.660966741202708,-0.5679114301286462,0.13776983007244203,1.3649762322647234,0.1378189173492619,-0.7319121519398749,2.4024380454958023,-0.7317312940024177,-0.08993239428318746,-0.2906560818750052,-0.0899924062677695,-0.4189000026975809,0.23292669931898088,-0.4155781467826324,-1.1889602016531369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
